TheVoynichManuscript_chunk_113_1499105773483229_count_0_noise_-1_noise_type_White,2,12.72,13.8,ticket things,-1,True,0.7861,0.388,podcast_lecture,White,ticket,things,"[{'word_confidence': [['tickets', 0.26], ['since', 0.303]], 'confidence': 0.276, 'timestamps': [['tickets', 0.31, 0.85], ['since', 0.93, 1.26]], 'transcript': 'tickets since '}]",tickets,0.5677,since,0.4111
TerenceMckenna-TrueHallucinations06-16_chunk_29_1499105773483229_count_1_noise_24_noise_type_White,2,9.84,11.45,system continuity,24,True,0.9541,0.3757,podcast_lecture,White,system,continuity,"[{'word_confidence': [['proverbs', 0.314]], 'confidence': 0.314, 'timestamps': [['proverbs', 1.19, 1.74]], 'transcript': 'proverbs '}]",product,0.3374
TerenceMckenna-TrueHallucinations06-16_chunk_29_1499105773483229_count_1_noise_23_noise_type_White,2,9.84,11.45,system continuity,23,True,0.9541,0.3757,podcast_lecture,White,system,continuity,"[{'word_confidence': [['proverbs', 0.209]], 'confidence': 0.209, 'timestamps': [['proverbs', 1.19, 1.75]], 'transcript': 'proverbs '}]",system,0.5933,proverb,0.3924
TerenceMckenna-TrueHallucinations12-16_chunk_27_1499105773483229_count_0_noise_-1_noise_type_White,2,8.6,9.87,fence experiments,-1,False,0.2762,0.7136,podcast_lecture,White,fence,experiments,"[{'word_confidence': [[""that's"", 0.263], ['experiments', 0.647]], 'confidence': 0.555, 'timestamps': [[""that's"", 0.3, 0.58], ['experiments', 0.58, 1.47]], 'transcript': ""that's experiments ""}]",that's,0.4199,experiments,0.7752
TerenceMckenna-TrueHallucinations12-16_chunk_27_1499105773483229_count_0_noise_0_noise_type_White,2,8.6,9.87,fence experiments,0,False,0.2762,0.7136,podcast_lecture,White,fence,experiments,"[{'word_confidence': [[""that's"", 0.361], ['experimental', 0.393]], 'confidence': 0.385, 'timestamps': [[""that's"", 0.29, 0.58], ['experimental', 0.58, 1.47]], 'transcript': ""that's experimental ""}]",that's,0.7177,experimental,0.4666
TerenceMckenna-TrueHallucinations12-16_chunk_27_1499105773483229_count_1_noise_-1_noise_type_White,2,21.69,22.58,raging nearly,-1,False,0.4257,0.8067,podcast_lecture,White,raging,nearly,"[{'word_confidence': [['rating', 0.317], ['nearly', 0.141]], 'confidence': 0.242, 'timestamps': [['rating', 0.3, 0.78], ['nearly', 0.78, 1.13]], 'transcript': 'rating nearly '}]",rating,0.6158,there,0.2712
wetlands_chunk_59_1499105773483229_count_0_noise_-1_noise_type_White,2,21.73,22.75,without strong,-1,True,0.9966,0.4213,podcast_lecture,White,without,strong,"[{'word_confidence': [['without', 0.994], ['trial', 0.266]], 'confidence': 0.692, 'timestamps': [['without', 0.24, 0.79], ['trial', 0.86, 1.25]], 'transcript': 'without trial '}]",without,0.9999,trial,0.6009
wetlands_chunk_59_1499105773483229_count_0_noise_0_noise_type_White,2,21.73,22.75,without strong,0,True,0.9966,0.4213,podcast_lecture,White,without,strong,"[{'word_confidence': [['without', 1.0], ['strong', 0.284]], 'confidence': 0.653, 'timestamps': [['without', 0.25, 0.75], ['strong', 0.75, 1.22]], 'transcript': 'without strong '}]",without,1.0,strong,0.4901
wetlands_chunk_59_1499105773483229_count_0_noise_10_noise_type_White,2,21.73,22.75,without strong,10,True,0.9966,0.4213,podcast_lecture,White,without,strong,"[{'word_confidence': [['without', 0.993], ['strong', 0.407]], 'confidence': 0.7, 'timestamps': [['without', 0.24, 0.73], ['strong', 0.73, 1.22]], 'transcript': 'without strong '}]",without,1.0,strong,0.6483
wetlands_chunk_59_1499105773483229_count_0_noise_20_noise_type_White,2,21.73,22.75,without strong,20,True,0.9966,0.4213,podcast_lecture,White,without,strong,"[{'word_confidence': [['without', 0.992], ['strong', 0.586]], 'confidence': 0.787, 'timestamps': [['without', 0.25, 0.73], ['strong', 0.73, 1.22]], 'transcript': 'without strong '}]",without,1.0,strong,0.8512
wetlands_chunk_59_1499105773483229_count_0_noise_22_noise_type_White,2,21.73,22.75,without strong,22,True,0.9966,0.4213,podcast_lecture,White,without,strong,"[{'word_confidence': [['without', 0.991], ['strong', 0.602]], 'confidence': 0.791, 'timestamps': [['without', 0.27, 0.73], ['strong', 0.73, 1.22]], 'transcript': 'without strong '}]",without,1.0,strong,0.8829
wetlands_chunk_59_1499105773483229_count_0_noise_23_noise_type_White,2,21.73,22.75,without strong,23,True,0.9966,0.4213,podcast_lecture,White,without,strong,"[{'word_confidence': [['without', 0.986], ['strong', 0.679]], 'confidence': 0.829, 'timestamps': [['without', 0.27, 0.73], ['strong', 0.73, 1.21]], 'transcript': 'without strong '}]",without,0.9924,strong,0.8967
TerenceMckenna-TrueHallucinations12-16_chunk_42_1499105773483229_count_0_noise_-1_noise_type_White,2,12.69,13.88,banner disaffected,-1,True,0.915,0.4361,podcast_lecture,White,banner,disaffected,"[{'word_confidence': [['benefits', 0.799], ['affected', 0.14]], 'confidence': 0.505, 'timestamps': [['benefits', 0.31, 0.93], ['affected', 0.93, 1.43]], 'transcript': 'benefits affected '}]",benefits,0.9237,affected,0.3615
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_105_1499105773483229_count_0_noise_-1_noise_type_White,2,8.51,9.7,guest legislation,-1,False,0.3893,0.8053,podcast_lecture,White,guest,legislation,"[{'word_confidence': [[""that's"", 0.269], ['in', 0.35], ['legislation', 0.992]], 'confidence': 0.775, 'timestamps': [[""that's"", 0.23, 0.51], ['in', 0.51, 0.6], ['legislation', 0.6, 1.43]], 'transcript': ""that's in legislation ""}]",that's,0.6652,in,0.6021,legislation,0.9351
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_105_1499105773483229_count_0_noise_0_noise_type_White,2,8.51,9.7,guest legislation,0,False,0.3893,0.8053,podcast_lecture,White,guest,legislation,"[{'word_confidence': [[""that's"", 0.485], ['the', 0.361], ['legislation', 0.977]], 'confidence': 0.822, 'timestamps': [[""that's"", 0.24, 0.47], ['the', 0.47, 0.57], ['legislation', 0.57, 1.37]], 'transcript': ""that's the legislation ""}]",that's,0.9046,the,0.841,legislation,0.9468
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_105_1499105773483229_count_0_noise_10_noise_type_White,2,8.51,9.7,guest legislation,10,False,0.3893,0.8053,podcast_lecture,White,guest,legislation,[]
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_105_1499105773483229_count_0_noise_5_noise_type_White,2,8.51,9.7,guest legislation,5,False,0.3893,0.8053,podcast_lecture,White,guest,legislation,"[{'word_confidence': [[""that's"", 0.35], ['the', 0.272], ['legislation', 0.948]], 'confidence': 0.767, 'timestamps': [[""that's"", 0.24, 0.47], ['the', 0.47, 0.57], ['legislation', 0.57, 1.37]], 'transcript': ""that's the legislation ""}]",that's,0.7858,the,0.7212,legislation,0.836
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_105_1499105773483229_count_0_noise_7_noise_type_White,2,8.51,9.7,guest legislation,7,False,0.3893,0.8053,podcast_lecture,White,guest,legislation,[]
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_105_1499105773483229_count_0_noise_6_noise_type_White,2,8.51,9.7,guest legislation,6,False,0.3893,0.8053,podcast_lecture,White,guest,legislation,[]
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_28_1499105773483229_count_0_noise_-1_noise_type_White,2,15.3,15.88,Roman candle,-1,True,0.8191,0.3891,podcast_lecture,White,Roman,candle,"[{'word_confidence': [['Roman', 0.265]], 'confidence': 0.265, 'timestamps': [['Roman', 0.24, 0.58]], 'transcript': 'Roman '}]",Roman,0.6759,<eps>,0.8126
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_28_1499105773483229_count_0_noise_0_noise_type_White,2,15.3,15.88,Roman candle,0,True,0.8191,0.3891,podcast_lecture,White,Roman,candle,"[{'word_confidence': [['Roman', 0.286]], 'confidence': 0.286, 'timestamps': [['Roman', 0.24, 0.58]], 'transcript': 'Roman '}]",Roman,0.584
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_28_1499105773483229_count_0_noise_10_noise_type_White,2,15.3,15.88,Roman candle,10,True,0.8191,0.3891,podcast_lecture,White,Roman,candle,"[{'word_confidence': [['Roman', 0.216]], 'confidence': 0.216, 'timestamps': [['Roman', 0.25, 0.58]], 'transcript': 'Roman '}]",Roman,0.4654
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_28_1499105773483229_count_0_noise_5_noise_type_White,2,15.3,15.88,Roman candle,5,True,0.8191,0.3891,podcast_lecture,White,Roman,candle,[]
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_28_1499105773483229_count_0_noise_2_noise_type_White,2,15.3,15.88,Roman candle,2,True,0.8191,0.3891,podcast_lecture,White,Roman,candle,"[{'word_confidence': [['Roman', 0.279]], 'confidence': 0.279, 'timestamps': [['Roman', 0.24, 0.58]], 'transcript': 'Roman '}]",Roman,0.5311
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_28_1499105773483229_count_0_noise_4_noise_type_White,2,15.3,15.88,Roman candle,4,True,0.8191,0.3891,podcast_lecture,White,Roman,candle,[]
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_28_1499105773483229_count_0_noise_3_noise_type_White,2,15.3,15.88,Roman candle,3,True,0.8191,0.3891,podcast_lecture,White,Roman,candle,"[{'word_confidence': [['Roman', 0.253]], 'confidence': 0.253, 'timestamps': [['Roman', 0.24, 0.58]], 'transcript': 'Roman '}]",Roman,0.4923
TerenceMckenna-TrueHallucinations05-16_chunk_68_1499105773483229_count_0_noise_-1_noise_type_White,2,11.22,12.43,completely transcend,-1,True,0.9877,0.3747,podcast_lecture,White,completely,transcend,"[{'word_confidence': [['I', 0.466], ['completely', 0.994], ['trends', 0.448]], 'confidence': 0.756, 'timestamps': [['I', 0.24, 0.27], ['completely', 0.27, 0.94], ['trends', 0.94, 1.43]], 'transcript': 'I completely trends '}]",I,0.7153,completely,1.0,trends,0.8338
TerenceMckenna-TrueHallucinations05-16_chunk_68_1499105773483229_count_0_noise_0_noise_type_White,2,11.22,12.43,completely transcend,0,True,0.9877,0.3747,podcast_lecture,White,completely,transcend,"[{'word_confidence': [['I', 0.464], ['completely', 0.997], ['trends', 0.462]], 'confidence': 0.763, 'timestamps': [['I', 0.24, 0.28], ['completely', 0.28, 0.95], ['trends', 0.95, 1.43]], 'transcript': 'I completely trends '}]",I,0.7102,completely,1.0,trends,0.8632
TerenceMckenna-TrueHallucinations05-16_chunk_68_1499105773483229_count_0_noise_10_noise_type_White,2,11.22,12.43,completely transcend,10,True,0.9877,0.3747,podcast_lecture,White,completely,transcend,"[{'word_confidence': [['I', 0.471], ['completely', 0.995], ['Travis', 0.335]], 'confidence': 0.707, 'timestamps': [['I', 0.25, 0.28], ['completely', 0.28, 0.94], ['Travis', 0.94, 1.43]], 'transcript': 'I completely Travis '}]",I,0.711,completely,1.0,Travis,0.5419
TerenceMckenna-TrueHallucinations05-16_chunk_68_1499105773483229_count_0_noise_20_noise_type_White,2,11.22,12.43,completely transcend,20,True,0.9877,0.3747,podcast_lecture,White,completely,transcend,"[{'word_confidence': [['complete', 0.808], ['with', 0.725], ['Travis', 0.451]], 'confidence': 0.656, 'timestamps': [['complete', 0.31, 0.83], ['with', 0.83, 0.99], ['Travis', 0.99, 1.43]], 'transcript': 'complete with Travis '}]",complete,0.9864,with,0.9374,Travis,0.8411
TerenceMckenna-TrueHallucinations05-16_chunk_68_1499105773483229_count_0_noise_15_noise_type_White,2,11.22,12.43,completely transcend,15,True,0.9877,0.3747,podcast_lecture,White,completely,transcend,"[{'word_confidence': [['complete', 0.599], ['with', 0.328], ['Travis', 0.655]], 'confidence': 0.585, 'timestamps': [['complete', 0.3, 0.83], ['with', 0.83, 0.98], ['Travis', 0.98, 1.43]], 'transcript': 'complete with Travis '}]",complete,0.5863,with,0.4469,Travis,0.6968
TerenceMckenna-TrueHallucinations05-16_chunk_68_1499105773483229_count_0_noise_12_noise_type_White,2,11.22,12.43,completely transcend,12,True,0.9877,0.3747,podcast_lecture,White,completely,transcend,"[{'word_confidence': [['I', 0.449], ['completely', 0.939], ['Travis', 0.355]], 'confidence': 0.684, 'timestamps': [['I', 0.25, 0.28], ['completely', 0.28, 0.94], ['Travis', 0.94, 1.43]], 'transcript': 'I completely Travis '}]",I,0.706,completely,0.9959,Travis,0.6868
TerenceMckenna-TrueHallucinations05-16_chunk_68_1499105773483229_count_0_noise_14_noise_type_White,2,11.22,12.43,completely transcend,14,True,0.9877,0.3747,podcast_lecture,White,completely,transcend,"[{'word_confidence': [['I', 0.229], ['completely', 0.494], ['Travis', 0.591]], 'confidence': 0.527, 'timestamps': [['I', 0.25, 0.28], ['completely', 0.28, 0.94], ['Travis', 0.94, 1.43]], 'transcript': 'I completely Travis '}]",completely,0.5826,Travis,0.7317
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_0_noise_-1_noise_type_White,2,9.96,11.68,history regeneration,-1,True,0.9781,0.498,podcast_lecture,White,history,regeneration,"[{'word_confidence': [['history', 0.996], ['the', 0.117], ['generation', 0.855]], 'confidence': 0.856, 'timestamps': [['history', 0.31, 0.95], ['the', 1.19, 1.31], ['generation', 1.31, 1.95]], 'transcript': 'history the generation '}]",history,0.9959,generation,0.5652
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_0_noise_0_noise_type_White,2,9.96,11.68,history regeneration,0,True,0.9781,0.498,podcast_lecture,White,history,regeneration,"[{'word_confidence': [['history', 0.996], ['the', 0.133], ['generation', 0.833]], 'confidence': 0.848, 'timestamps': [['history', 0.31, 0.95], ['the', 1.19, 1.31], ['generation', 1.31, 1.95]], 'transcript': 'history the generation '}]",history,0.9937,generation,0.627
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_0_noise_10_noise_type_White,2,9.96,11.68,history regeneration,10,True,0.9781,0.498,podcast_lecture,White,history,regeneration,"[{'word_confidence': [['history', 1.0], ['the', 0.139], ['generation', 0.913]], 'confidence': 0.884, 'timestamps': [['history', 0.31, 0.93], ['the', 1.19, 1.31], ['generation', 1.31, 1.94]], 'transcript': 'history the generation '}]",history,0.985,the,0.4331,generation,0.7408
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_0_noise_20_noise_type_White,2,9.96,11.68,history regeneration,20,True,0.9781,0.498,podcast_lecture,White,history,regeneration,"[{'word_confidence': [['history', 0.788], ['the', 0.596], ['generation', 0.737]], 'confidence': 0.744, 'timestamps': [['history', 0.32, 0.91], ['the', 1.16, 1.31], ['generation', 1.31, 1.94]], 'transcript': 'history the generation '}]",history,0.9869,the,0.8592,generation,0.8623
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_0_noise_30_noise_type_White,2,9.96,11.68,history regeneration,30,True,0.9781,0.498,podcast_lecture,White,history,regeneration,"[{'word_confidence': [['this', 0.798], ['street', 0.168], ['generous', 0.861]], 'confidence': 0.586, 'timestamps': [['this', 0.33, 0.48], ['street', 0.48, 0.89], ['generous', 1.33, 1.84]], 'transcript': 'this street generous '}]",this,0.886,street,0.3746
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_0_noise_25_noise_type_White,2,9.96,11.68,history regeneration,25,True,0.9781,0.498,podcast_lecture,White,history,regeneration,"[{'word_confidence': [['mystery', 0.122], ['the', 0.349], ['generous', 0.799]], 'confidence': 0.442, 'timestamps': [['mystery', 0.34, 0.89], ['the', 1.17, 1.31], ['generous', 1.31, 1.84]], 'transcript': 'mystery the generous '}]",this,0.4879,the,0.5376,generous,0.7162
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_0_noise_22_noise_type_White,2,9.96,11.68,history regeneration,22,True,0.9781,0.498,podcast_lecture,White,history,regeneration,"[{'word_confidence': [['history', 0.45], ['the', 0.627], ['generation', 0.288]], 'confidence': 0.394, 'timestamps': [['history', 0.33, 0.9], ['the', 1.16, 1.31], ['generation', 1.31, 1.94]], 'transcript': 'history the generation '}]",history,0.9226,the,0.7395,generation,0.4696
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_0_noise_24_noise_type_White,2,9.96,11.68,history regeneration,24,True,0.9781,0.498,podcast_lecture,White,history,regeneration,"[{'word_confidence': [['mystery', 0.119], ['the', 0.348], ['generous', 0.689]], 'confidence': 0.393, 'timestamps': [['mystery', 0.34, 0.89], ['the', 1.17, 1.31], ['generous', 1.31, 1.84]], 'transcript': 'mystery the generous '}]",this,0.4224,the,0.5376,generous,0.7115
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_0_noise_23_noise_type_White,2,9.96,11.68,history regeneration,23,True,0.9781,0.498,podcast_lecture,White,history,regeneration,"[{'word_confidence': [['history', 0.36], ['the', 0.626], ['generous', 0.569]], 'confidence': 0.481, 'timestamps': [['history', 0.33, 0.89], ['the', 1.17, 1.31], ['generous', 1.31, 1.84]], 'transcript': 'history the generous '}]",history,0.8808,the,0.7505,generous,0.492
TerenceMckenna-TrueHallucinations06-16_chunk_95_1499105773483229_count_1_noise_-1_noise_type_White,2,16.29,17.95,completion these,-1,True,0.9944,0.4525,podcast_lecture,White,completion,these,"[{'word_confidence': [['simply', 0.233], ['can', 0.898], ['these', 0.102]], 'confidence': 0.379, 'timestamps': [['simply', 0.33, 0.79], ['can', 0.91, 1.22], ['these', 1.54, 1.88]], 'transcript': 'simply can these '}]",simply,0.7786,can,0.7526
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_143_1499105773483229_count_0_noise_-1_noise_type_White,2,3.18,4.0,patriarchy which,-1,False,0.428,0.9554,podcast_lecture,White,patriarchy,which,"[{'word_confidence': [['Petruchio', 0.053], ['which', 0.329]], 'confidence': 0.102, 'timestamps': [['Petruchio', 0.32, 0.92], ['which', 0.92, 1.05]], 'transcript': 'Petruchio which '}]",Sharkey,0.3285
History_4A_Fall_2007_UC_Berkeley_Lecture_05_New_Kingdom_Egypt_State_and_Society_c._1500-1000_BC_20457_chunk_97_1499105773483229_count_0_noise_-1_noise_type_White,2,20.37,21.14,start sandal,-1,False,0.2326,0.8065,podcast_lecture,White,start,sandal,"[{'word_confidence': [['Sandel', 0.588]], 'confidence': 0.588, 'timestamps': [['Sandel', 0.49, 1.04]], 'transcript': 'Sandel '}]",Sandel,0.8237
TerenceMckenna-TrueHallucinations07-16_chunk_17_1499105773483229_count_0_noise_-1_noise_type_White,2,23.23,24.04,spring water,-1,True,0.9548,0.3456,podcast_lecture,White,spring,water,"[{'word_confidence': [['spring', 0.77], ['lock', 0.223]], 'confidence': 0.5, 'timestamps': [['spring', 0.24, 0.63], ['lock', 0.63, 1.01]], 'transcript': 'spring lock '}]",spring,0.9368,lock,0.487
TerenceMckenna-TrueHallucinations07-16_chunk_17_1499105773483229_count_0_noise_0_noise_type_White,2,23.23,24.04,spring water,0,True,0.9548,0.3456,podcast_lecture,White,spring,water,"[{'word_confidence': [['spring', 0.755], ['lock', 0.274]], 'confidence': 0.512, 'timestamps': [['spring', 0.24, 0.63], ['lock', 0.63, 1.03]], 'transcript': 'spring lock '}]",spring,0.9348,lock,0.6437
TerenceMckenna-TrueHallucinations07-16_chunk_17_1499105773483229_count_0_noise_10_noise_type_White,2,23.23,24.04,spring water,10,True,0.9548,0.3456,podcast_lecture,White,spring,water,"[{'word_confidence': [['spring', 0.622], ['lock', 0.255]], 'confidence': 0.446, 'timestamps': [['spring', 0.24, 0.63], ['lock', 0.63, 0.99]], 'transcript': 'spring lock '}]",spring,0.8903,lock,0.6714
TerenceMckenna-TrueHallucinations07-16_chunk_17_1499105773483229_count_0_noise_20_noise_type_White,2,23.23,24.04,spring water,20,True,0.9548,0.3456,podcast_lecture,White,spring,water,"[{'word_confidence': [['spring', 0.562], ['water', 0.169]], 'confidence': 0.376, 'timestamps': [['spring', 0.25, 0.64], ['water', 0.64, 0.99]], 'transcript': 'spring water '}]",spring,0.9019,water,0.7729
TerenceMckenna-TrueHallucinations07-16_chunk_17_1499105773483229_count_0_noise_25_noise_type_White,2,23.23,24.04,spring water,25,True,0.9548,0.3456,podcast_lecture,White,spring,water,"[{'word_confidence': [['spring', 0.663], ['water', 0.241]], 'confidence': 0.461, 'timestamps': [['spring', 0.25, 0.63], ['water', 0.63, 0.98]], 'transcript': 'spring water '}]",spring,0.9658,water,0.8927
TerenceMckenna-TrueHallucinations07-16_chunk_17_1499105773483229_count_0_noise_26_noise_type_White,2,23.23,24.04,spring water,26,True,0.9548,0.3456,podcast_lecture,White,spring,water,"[{'word_confidence': [['spring', 0.706], ['water', 0.274]], 'confidence': 0.499, 'timestamps': [['spring', 0.25, 0.63], ['water', 0.63, 0.98]], 'transcript': 'spring water '}]",spring,0.9731,water,0.9074
History_4A_Fall_2007_UC_Berkeley_Lecture_06_Small_States_and_Big_Empires_The_Ancient_Near_East_c._1600-610_BC_20458_chunk_75_1499105773483229_count_0_noise_-1_noise_type_White,2,4.19,5.21,weakens Egypt,-1,False,0.3759,0.9259,podcast_lecture,White,weakens,Egypt,"[{'word_confidence': [['the', 0.335], ['weekends', 0.11], ['Egypt', 0.996]], 'confidence': 0.589, 'timestamps': [['the', 0.19, 0.28], ['weekends', 0.28, 0.7], ['Egypt', 0.73, 1.28]], 'transcript': 'the weekends Egypt '}]",the,0.6265,weekends,0.3188,Egypt,0.7066
History_4A_Fall_2007_UC_Berkeley_Lecture_06_Small_States_and_Big_Empires_The_Ancient_Near_East_c._1600-610_BC_20458_chunk_75_1499105773483229_count_0_noise_0_noise_type_White,2,4.19,5.21,weakens Egypt,0,False,0.3759,0.9259,podcast_lecture,White,weakens,Egypt,"[{'word_confidence': [['the', 0.483], ['weekends', 0.232], ['Egypt', 0.993]], 'confidence': 0.642, 'timestamps': [['the', 0.19, 0.28], ['weekends', 0.28, 0.7], ['Egypt', 0.73, 1.26]], 'transcript': 'the weekends Egypt '}]",the,0.8429,weekends,0.6118,Egypt,0.8306
History_4A_Fall_2007_UC_Berkeley_Lecture_06_Small_States_and_Big_Empires_The_Ancient_Near_East_c._1600-610_BC_20458_chunk_75_1499105773483229_count_0_noise_10_noise_type_White,2,4.19,5.21,weakens Egypt,10,False,0.3759,0.9259,podcast_lecture,White,weakens,Egypt,"[{'word_confidence': [['the', 0.381], ['weekends', 0.169], ['Egypt', 0.99]], 'confidence': 0.597, 'timestamps': [['the', 0.2, 0.28], ['weekends', 0.28, 0.69], ['Egypt', 0.72, 1.21]], 'transcript': 'the weekends Egypt '}]",the,0.8152,weekends,0.6009,Egypt,0.8283
History_4A_Fall_2007_UC_Berkeley_Lecture_06_Small_States_and_Big_Empires_The_Ancient_Near_East_c._1600-610_BC_20458_chunk_75_1499105773483229_count_0_noise_15_noise_type_White,2,4.19,5.21,weakens Egypt,15,False,0.3759,0.9259,podcast_lecture,White,weakens,Egypt,"[{'word_confidence': [['the', 0.204], ['weekends', 0.07], ['Egypt', 0.887]], 'confidence': 0.485, 'timestamps': [['the', 0.2, 0.28], ['weekends', 0.28, 0.69], ['Egypt', 0.72, 1.2]], 'transcript': 'the weekends Egypt '}]",the,0.4022,we,0.3815,Egypt,0.633
wetlands_chunk_39_1499105773483229_count_0_noise_-1_noise_type_White,2,15.18,16.11,liquid eating,-1,True,0.7383,0.3824,podcast_lecture,White,liquid,eating,[]
TerenceMckenna-TrueHallucinations13-16_chunk_88_1499105773483229_count_0_noise_-1_noise_type_White,2,17.62,18.84,fighters growing,-1,False,0.4157,0.9031,podcast_lecture,White,fighters,growing,"[{'word_confidence': [['fighters', 0.1], ['growing', 0.958]], 'confidence': 0.469, 'timestamps': [['fighters', 0.31, 0.96], ['growing', 0.96, 1.45]], 'transcript': 'fighters growing '}]",fighter,0.2558,is,0.5435,growing,0.8064
TerenceMckenna-TrueHallucinations13-16_chunk_88_1499105773483229_count_0_noise_0_noise_type_White,2,17.62,18.84,fighters growing,0,False,0.4157,0.9031,podcast_lecture,White,fighters,growing,"[{'word_confidence': [['fighters', 0.094], ['growing', 0.96]], 'confidence': 0.466, 'timestamps': [['fighters', 0.31, 0.96], ['growing', 0.96, 1.45]], 'transcript': 'fighters growing '}]",fighter,0.2599,is,0.5847,growing,0.7483
TerenceMckenna-TrueHallucinations13-16_chunk_88_1499105773483229_count_0_noise_10_noise_type_White,2,17.62,18.84,fighters growing,10,False,0.4157,0.9031,podcast_lecture,White,fighters,growing,"[{'word_confidence': [['fighters', 0.111], ['growing', 0.753]], 'confidence': 0.387, 'timestamps': [['fighters', 0.31, 0.96], ['growing', 0.96, 1.45]], 'transcript': 'fighters growing '}]",hundred,0.2592,is,0.5776,growing,0.7552
TerenceMckenna-TrueHallucinations13-16_chunk_88_1499105773483229_count_0_noise_20_noise_type_White,2,17.62,18.84,fighters growing,20,False,0.4157,0.9031,podcast_lecture,White,fighters,growing,"[{'word_confidence': [['fighters', 0.09], ['throwing', 0.483]], 'confidence': 0.259, 'timestamps': [['fighters', 0.31, 0.96], ['throwing', 0.96, 1.45]], 'transcript': 'fighters throwing '}]",five,0.5715,hundred,0.498,throwing,0.7142
TerenceMckenna-TrueHallucinations13-16_chunk_88_1499105773483229_count_0_noise_15_noise_type_White,2,17.62,18.84,fighters growing,15,False,0.4157,0.9031,podcast_lecture,White,fighters,growing,"[{'word_confidence': [['fighters', 0.152], ['throwing', 0.471]], 'confidence': 0.289, 'timestamps': [['fighters', 0.31, 0.96], ['throwing', 0.96, 1.45]], 'transcript': 'fighters throwing '}]",fighters,0.4137,throwing,0.4391
TerenceMckenna-TrueHallucinations13-16_chunk_88_1499105773483229_count_0_noise_12_noise_type_White,2,17.62,18.84,fighters growing,12,False,0.4157,0.9031,podcast_lecture,White,fighters,growing,"[{'word_confidence': [['five', 0.296], ['hundred', 0.248], ['is', 0.145], ['growing', 0.61]], 'confidence': 0.397, 'timestamps': [['five', 0.31, 0.48], ['hundred', 0.48, 0.81], ['is', 0.81, 0.96], ['growing', 0.96, 1.45]], 'transcript': 'five hundred is growing '}]",hundred,0.3952,growing,0.667
TerenceMckenna-TrueHallucinations13-16_chunk_88_1499105773483229_count_0_noise_14_noise_type_White,2,17.62,18.84,fighters growing,14,False,0.4157,0.9031,podcast_lecture,White,fighters,growing,"[{'word_confidence': [['fighters', 0.149], ['throwing', 0.266]], 'confidence': 0.198, 'timestamps': [['fighters', 0.31, 0.97], ['throwing', 0.97, 1.45]], 'transcript': 'fighters throwing '}]",hundred,0.4522,growing,0.657
